DMR_TRIP_IDENTIFIER,EFFORT_START_DATE,EFFORT_START_TIME,DMR_EFFORT_IDENTIFIER,START_LATITUDE,START_LONGITUDE,END_LATITUDE,END_LONGITUDE,REGION,STRATUM,STATION_TYPE,START_DEPTH,LENGTH_TOW_TIME,EFFORT_SEQ_NO,TOW_LENGTH_NM,WATER_TEMP_C,SALINITY,END_DEPTH,SURFACE_TEMP_C,SURFACE_SALINITY,TOW_QUALITY,GEAR_CONDITION,EFFORT_END_DATE,EFFORT_END_TIME,WAVE_HEIGHT,WIND,WIND_DIRECTION,GRID_ID
SP03,6/6/03,12:18,99,44.70425,-66.9535,44.71523,-66.94933,5,3,F,56.5,00:16,-1184694,0.69,5.1,31.74,57,5.6,31.68,2,A,6/6/03,12:34,2-4,15,SW,41
SP03,6/6/03,13:16,100,44.77567,-66.92848,44.78543,-66.9147,5,3,R,54,00:21,-1184695,0.85,5.3,31.75,52.9,5.6,31.59,1,K,6/6/03,13:37,0,,,13
SP03,6/6/03,15:36,101,44.68058,-67.00647,44.68672,-66.99193,5,3,RA,46.5,00:20,-1184696,0.74,5.1,31.75,47.5,5.8,31.68,1,K,6/6/03,15:56,choplets,5,SW,48
SP04,5/3/04,09:52,1,42.92667,-70.7545,42.9365,-70.74583,1,1,F,15.4,00:20,23352,0.8,4.3,32.44,16.4,4.2,32.16,1,K,5/3/04,10:12,,,,472
SP04,5/3/04,11:19,2,42.96417,-70.65917,42.95633,-70.66733,1,1,R,22.2,00:18,23353,0.69,3.1,32.38,23.6,3.8,31.99,2,H,5/3/04,11:37,,,,445
SP04,5/3/04,12:49,3,42.9385,-70.66133,42.9295,-70.67117,1,2,R,27.9,00:20,23354,0.83,3.2,32.43,28.2,6.4,30.8,1,K,5/3/04,13:10,,,,461
SP04,5/3/04,15:18,4,42.94945,-70.60273,42.94,-70.61833,1,2,NA,31.6,00:20,23355,0.77,2.9,32.46,31.5,7.2,31.02,1,K,5/3/04,15:38,,,,464
SP04,5/4/04,08:58,5,42.863,-70.47133,42.87427,-70.47673,1,4,R,66.3,00:21,23356,0.72,3.2,32.8,62.1,7,31.4,1,K,5/4/04,09:19,,,,727
SP04,5/5/04,07:46,6,42.9785,-70.516,42.98597,-70.50447,1,3,R,46.6,00:20,24796,0.68,2.9,32.57,48.4,6,31.65,1,K,5/5/04,08:06,,,,437
SP04,5/5/04,09:01,7,42.95707,-70.46027,42.95583,-70.47735,1,3,F,56.4,00:20,24797,0.76,3,32.74,53.6,6.7,31.58,1,K,5/5/04,09:21,,,,454
SP04,5/5/04,10:38,8,43.06468,-70.45453,43.05687,-70.44253,1,3,R,47,00:20,24798,0.72,2.9,32.63,49.7,6.1,31.7,1,K,5/5/04,10:58,,,,367
SP04,5/5/04,12:14,9,43.08747,-70.30015,43.07452,-70.29922,1,4,F,79.7,00:20,24799,0.79,3.4,33.15,79.6,7.6,31.07,1,K,5/5/04,12:34,,,,680
SP04,5/5/04,13:59,10,43.15427,-70.37777,43.1468,-70.38965,1,3,F,50.3,00:20,24800,0.69,2.8,32.51,51.4,6.6,31.5,1,K,5/5/04,14:19,,,,305
SP04,5/5/04,15:19,11,43.18178,-70.43545,43.16885,-70.43967,1,2,R,37.3,00:20,24801,0.81,2.9,32.42,34.4,5.6,31.79,1,K,5/5/04,15:39,,,,278
SP04,5/5/04,16:38,12,43.18842,-70.38387,43.18258,-70.39037,1,3,NA,45.7,00:14,24802,0.45,2.8,32.49,43.2,6.3,31.59,2,A,5/5/04,16:52,,,,280
SP04,5/6/04,07:17,13,43.26267,-70.537,43.27417,-70.5305,1,1,NA,18.9,00:20,24803,0.88,3.1,32.29,18.5,3.6,32.1,1,K,5/6/04,07:37,calm,,,201
SP04,5/6/04,08:08,14,43.28467,-70.50633,43.29417,-70.49483,1,1,F,19.4,00:20,24804,0.88,3.2,32.25,18.6,3.4,32.11,1,K,5/6/04,08:28,calm,,,171
SP04,5/6/04,11:25,15,43.30943,-70.2562,43.30983,-70.27267,1,3,R,51.1,00:20,24805,0.75,2.8,32.47,42.5,6.6,31.65,1,K,5/6/04,11:45,calm,,,166
SP04,5/6/04,13:36,16,43.27083,-70.171,43.268,-70.158,1,4,R,70.6,00:17,24806,0.7,3.1,32.75,71.1,7.8,31.06,2,H,5/6/04,13:53,,,,620
SP04,5/6/04,16:07,17,43.40767,-70.12583,43.39467,-70.11533,1,4,F,60.4,00:20,24807,0.92,2.7,32.52,63.9,7.4,31.47,1,K,5/6/04,16:29,,,,100
SP04,5/6/04,18:01,18,43.40967,-70.08067,43.42183,-70.08233,1,4,R,67.9,00:20,24808,0.75,2.7,32.58,61.9,7.4,31.47,1,K,5/6/04,18:21,choppy,,,577
SP04,5/7/04,09:16,19,43.421,-70.29067,43.43117,-70.28033,1,2,F,31.7,00:20,24809,0.77,2.9,32.36,34.5,7,30.81,1,K,5/7/04,09:36,,,,68
SP04,5/7/04,11:29,20,43.50017,-70.33233,43.48733,-70.33333,1,1,R,13.2,00:20,24810,0.91,3.4,32.11,14.2,6.2,30.94,1,K,5/7/04,11:49,,,,32
SP04,5/7/04,13:02,21,43.53033,-70.27917,43.52917,-70.2595,1,1,NA,13.5,00:20,24811,0.86,3.3,32.15,16,6.3,31.04,3,C,5/7/04,13:22,,,,5
SP04,5/7/04,14:09,22,43.509,-70.19333,43.49933,-70.20383,1,2,F,35.5,00:20,24812,0.87,2.9,32.37,35.9,7.2,31.3,1,K,5/7/04,14:29,,,,27
SP04,5/10/04,08:18,23,43.763,-70.08233,43.75233,-70.08333,2,1,R,8.3,00:19,24818,0.74,6.2,31.65,8,6.9,31.36,1,A,5/10/04,08:37,,,,125
SP04,5/10/04,09:55,24,43.79183,-70.01383,43.78133,-70.022,2,1,R,7.2,00:20,24819,0.75,6.5,31.41,7.3,7.5,31.1,1,K,5/10/04,10:15,calm,,,104
SP04,5/10/04,13:07,25,43.646,-70.061,43.65817,-70.05433,2,2,R,30.1,00:20,24820,0.81,3.3,32.08,29,5.7,31.59,1,H,5/10/04,13:28,,,,363
SP04,5/10/04,15:04,26,43.65017,-70.00717,43.657,-69.997,2,2,R,28.9,00:20,24821,0.73,3.1,32.25,27.9,7.2,31.06,1,K,5/10/04,15:24,,,,366
SP04,5/11/04,08:13,27,43.52783,-70.01733,43.51783,-70.02567,2,3,F,55,00:20,24822,0.72,2.7,32.4,51.6,6.9,31.39,2,C,5/11/04,08:33,,,,556
SP04,5/11/04,09:57,28,43.4805,-69.96433,43.46867,-69.9695,2,4,R,66.7,00:20,24823,0.76,2.9,32.67,68.1,6.8,31.62,1,K,5/11/04,10:17,,,,738
SP04,5/11/04,11:22,29,43.42833,-69.92683,43.41917,-69.93767,2,4,F,88.8,00:20,24824,0.73,3.4,32.12,88.8,7.7,31.41,1,K,5/11/04,11:42,,,,771
SP04,5/11/04,14:08,30,43.50633,-69.7855,43.505,-69.8025,2,4,RA,68.8,00:20,24825,0.74,2.9,32.03,70.9,8.3,31.14,1,K,5/11/04,14:28,,,,710
SP04,5/11/04,15:55,31,43.54683,-69.69533,43.5565,-69.7055,2,4,NA,67.7,00:20,24826,0.74,2.6,32.45,62.9,8.2,30.47,1,K,5/11/04,16:15,,,,533
SP04,5/12/04,07:20,32,43.58717,-69.80667,43.57767,-69.82,2,3,R,54.3,00:20,24827,0.82,2.7,32.43,60.3,8.3,30.39,1,K,5/12/04,07:40,,,,490
SP04,5/12/04,09:12,33,43.60933,-69.86383,43.5985,-69.87717,2,3,F,44.8,00:19,24828,0.89,2.8,31.73,46.9,8.1,30.42,2,C,5/12/04,09:31,calm,,,463
SP04,5/12/04,10:26,34,43.6365,-69.85567,43.62583,-69.86467,2,2,R,31.2,00:20,24829,0.76,3.2,32.25,36.1,7.3,29.97,1,K,5/12/04,10:46,calm,,,404
SP04,5/12/04,11:48,35,43.65917,-69.792,43.64983,-69.80433,2,1,F,19.2,00:20,24830,0.8,3.4,32.19,20.6,4,32.11,1,K,5/12/04,12:08,calm,,,375
SP04,5/12/04,13:11,36,43.6786,-69.8682,43.68767,-69.85583,2,1,R,12.9,00:20,24831,0.78,3.7,32.09,12.2,7.9,28.38,1,K,5/12/04,13:31,calm,,,299
SP04,5/13/04,07:39,37,43.8095,-69.64417,43.79883,-69.6455,2,1,R,17.8,00:20,24832,0.66,3.7,32.05,20.8,5.5,31.67,1,K,5/13/04,07:59,,,,85
SP04,5/13/04,09:07,38,43.7555,-69.64983,43.74333,-69.64917,2,2,F,32.1,00:20,24833,0.78,3.2,32.21,35.7,5.9,31.69,1,K,5/13/04,09:27,,,,194
SP04,5/13/04,11:07,39,43.71383,-69.74233,43.702,-69.7455,2,1,F,16.1,00:20,24834,0.75,3.8,32.14,18.5,7.6,30.9,1,K,5/13/04,11:27,choppy,,,265
SP04,5/13/04,14:12,40,43.694,-69.5115,43.6815,-69.51267,2,4,F,65,00:20,24835,0.76,2.7,32.4,69.2,7.4,31.92,1,K,5/13/04,14:32,choppy,,,573
SP04,5/14/04,07:05,41,43.75267,-69.36067,43.76433,-69.3545,2,3,R,47.5,00:20,24836,0.77,3,32.29,46.5,6.4,31.94,1,K,5/14/04,07:25,,,,175
SP04,5/14/04,08:21,42,43.7865,-69.38417,43.7745,-69.38933,2,3,NA,44.1,00:20,24837,0.77,3,32.3,46.9,6.1,31.92,1,K,5/14/04,08:41,,,,119
SP04,5/14/04,10:26,43,43.77267,-69.46317,43.761,-69.467,2,3,R,43.3,00:20,24838,0.74,3.1,32.23,45.4,6.7,31.99,1,K,5/14/04,10:46,,,,140
SP04,5/14/04,11:58,44,43.839,-69.48433,43.82683,-69.48833,2,2,F,33.8,00:20,24839,0.77,3.2,32.01,38.2,6.7,31.84,1,K,5/14/04,12:18,,,,55
SP04,5/14/04,14:55,45,43.92467,-69.40067,43.93583,-69.39517,2,1,R,11.7,00:20,24840,0.73,5.9,32.07,13.9,7.7,31.23,1,C,5/14/04,15:15,,,,13
SP04,5/17/04,08:55,46,43.77233,-69.22233,43.78267,-69.23317,3,3,R,48,00:20,24841,0.81,3.3,32.22,47.6,6.2,31.91,1,K,5/17/04,09:15,calm,,,541
SP04,5/17/04,10:45,47,43.87817,-69.08233,43.8665,-69.08,3,2,F,33.5,00:20,24842,0.72,4,32.09,34.5,6.3,31.65,1,H,5/17/04,11:05,calm,,,399
SP04,5/17/04,13:03,48,43.92717,-69.12667,43.91733,-69.139,3,1,F,19.3,00:20,24847,0.81,5.4,31.73,19.3,6,31.4,1,O,5/17/04,13:23,,,,317
SP04,5/17/04,15:22,49,43.96283,-69.15367,43.96683,-69.13733,3,1,R,15.7,00:20,24867,0.78,6.5,31.39,16,7.5,31.06,1,K,5/17/04,15:42,choppy,,,240
SP04,5/18/04,07:37,50,44.14333,-69.03933,44.15367,-69.02983,3,2,R,22.3,00:20,24868,0.76,3.9,31.67,24.5,6.5,30.45,2,C,5/18/04,07:57,,,,115
SP04,5/19/04,06:59,51,44.17917,-68.93883,44.19,-68.93067,3,2,R,28.4,00:20,24869,0.76,4.5,31.69,28.1,7.4,30.21,1,K,5/19/04,07:19,choppy,5,NW,79
SP04,5/19/04,10:20,52,44.28667,-68.8465,44.28117,-68.8525,3,1,NA,16.4,00:10,24870,0.45,5,31.52,13.6,7.6,29.62,3,H,5/19/04,10:30,calm,,,23
SP04,5/19/04,13:36,53,44.26017,-68.80233,44.25517,-68.79417,3,1,NA,15,00:13,24871,0.48,5.3,30.64,15.7,7.8,29.99,3,O,5/19/04,13:49,calm,,,36
SP04,5/19/04,15:40,54,44.14317,-68.76083,44.13083,-68.756,3,2,F,27.9,00:20,24872,0.8,5.8,31.46,37.7,7.5,30.32,1,K,5/19/04,16:00,calm,,,121
SP04,5/19/04,17:18,55,44.1775,-68.75417,44.16433,-68.76017,3,2,NA,30.8,00:20,24873,0.86,5.7,31.48,30.9,7.1,30.46,1,K,5/19/04,17:38,,,,98
SP04,5/19/04,18:31,56,44.17217,-68.80017,44.16233,-68.78983,3,1,NA,8.2,00:20,24874,0.78,6.6,30.74,8.4,7.1,30.54,1,K,5/19/04,18:51,calm,,,96
SP04,5/20/04,07:29,57,43.78467,-69.085,43.7965,-69.0785,3,3,R,45.8,00:20,24875,0.79,3.5,32.17,44.2,5.5,31.91,1,K,5/20/04,07:49,calm,,,523
SP04,5/20/04,09:40,58,43.72117,-69.09467,43.71,-69.10317,3,3,RA,53.2,00:20,24876,0.78,3,32.28,56,5.8,32.06,1,K,5/20/04,10:00,calm,,,618
SP04,5/20/04,12:12,59,43.562,-69.10983,43.57283,-69.11933,3,4,R,80.5,00:20,24877,0.78,2.9,32.6,74.7,9.2,31.86,1,K,5/20/04,12:32,calm,,,855
SP04,5/20/04,15:00,60,43.61583,-68.93733,43.605,-68.94367,3,4,F,72.2,00:19,24878,0.72,2.7,32.47,65.9,7.3,32.12,1,A,5/20/04,15:19,,,,836
SP04,5/21/04,07:01,61,43.9175,-68.7535,43.905,-68.7555,3,3,F,52.7,00:20,24879,0.79,3.6,32.12,47.5,6.3,31.76,1,K,5/21/04,07:21,sloppy,,,359
SP04,5/21/04,09:57,62,43.91033,-68.63167,43.91983,-68.61983,3,3,F,52.4,00:20,24880,0.79,3.1,32.13,48.6,6,31.96,1,K,5/21/04,10:17,sloppy,,,364
SP04,5/21/04,12:41,63,43.77167,-68.65283,43.77917,-68.6385,3,4,F,68.1,00:20,24881,0.79,3,32.51,70,6.4,31.99,1,K,5/21/04,13:01,wavy,,,761
SP04,5/21/04,15:26,64,43.789,-68.695,43.78317,-68.707,3,3,NA,58,00:17,24882,0.64,3,32.38,56.4,7.2,32.03,2,A,5/21/04,15:43,,,,539
SP04,5/24/04,08:02,65,44.1645,-68.53333,44.15517,-68.54483,4,1,F,15.4,00:20,24883,0.77,6.8,31.66,12.5,7.4,31.55,1,C,5/24/04,08:22,,,,250
SP04,5/24/04,12:17,66,44.00917,-68.55533,44.01733,-68.542,4,3,F,42.6,00:20,24884,0.78,3.9,32.02,40.6,6.2,31.74,1,K,5/24/04,12:37,,,,492
SP04,5/24/04,13:53,67,43.94433,-68.5625,43.95167,-68.54933,4,3,R,49.7,00:20,24885,0.74,3.3,31.95,49.3,5.8,31.83,1,K,5/24/04,14:13,,,,556
SP04,5/24/04,15:20,68,43.90283,-68.52883,43.91283,-68.51917,4,3,R,52,00:20,24886,0.75,3.2,32.26,55.2,6.2,31.94,1,K,5/24/04,15:40,,,,590
SP04,5/25/04,09:28,69,43.94933,-68.405,43.94117,-68.41683,4,3,R,54.7,00:20,24887,0.73,3.5,32.3,50.5,5.3,31.95,1,K,5/25/04,09:48,choppy,,,577
SP04,5/25/04,11:09,70,43.9365,-68.36617,43.94417,-68.3515,4,4,R,58.8,00:20,24888,0.81,3.5,32.32,58.3,5.1,31.96,1,K,5/25/04,11:29,,,,654
SP04,5/25/04,14:09,71,43.94517,-68.28483,43.95667,-68.27883,4,4,NA,56.8,00:20,24889,0.74,3.5,32.36,57.3,5,31.97,2,O,5/25/04,14:29,wavy,,,648
SP04,5/25/04,15:51,72,43.96667,-68.32567,43.97233,-68.31017,4,4,F,56.5,00:20,24890,0.77,3.5,32.32,57.8,5,31.96,1,C,5/25/04,16:11,sloppy,,,546
SP04,5/26/04,06:48,73,44.27883,-68.43467,44.26733,-68.42583,4,2,R,28.4,00:20,24891,0.81,6.7,31.83,30.8,8.3,31.36,1,K,5/26/04,07:08,,,,104
SP04,5/26/04,08:17,74,44.24333,-68.47367,44.23183,-68.46333,4,1,R,16,00:20,24892,0.84,7.7,31.61,11.3,7.8,31.56,3,D,5/26/04,08:37,,,,133
SP04,5/27/04,07:51,75,44.2145,-68.42383,44.20583,-68.43583,4,1,F,15.8,00:20,24893,0.76,6.8,31.79,14.7,7.5,31.63,1,K,5/27/04,08:11,,,,175
SP04,5/27/04,10:00,76,44.14117,-68.25917,44.13567,-68.25117,4,2,F,27.1,00:13,24894,0.5,4.5,31.88,27,5.5,31.82,3,A,5/27/04,10:13,,,,286
SP04,5/27/04,11:58,77,44.22283,-68.07517,44.21567,-68.06033,4,3,F,39.2,00:20,24895,0.8,3.8,32.04,41.5,4.8,31.81,1,C,5/27/04,12:18,,,,165
SP04,5/27/04,13:20,78,44.21217,-67.98567,44.2195,-67.971,4,3,R,42.1,00:20,24896,0.79,4,32.07,42,4.2,31.92,1,K,5/27/04,13:40,,,,170
SP04,5/27/04,14:42,79,44.1275,-68.0195,44.139,-68.01167,4,3,R,52.9,00:20,24897,0.78,3.8,32.28,53,5.4,32.11,1,K,5/27/04,15:02,,,,297
SP04,5/27/04,16:04,80,44.05217,-68.064,44.06017,-68.04983,4,4,F,66,00:20,24898,0.8,3.8,32.42,59.4,6,32.11,1,K,5/27/04,16:24,,,,613
SP04,5/28/04,07:49,81,44.27567,-68.00967,44.26333,-68.0125,4,2,R,37.1,00:20,24899,0.77,3.9,31.93,37,4.7,31.74,2,O,5/28/04,08:09,,,,115
SP04,5/28/04,09:27,82,44.31783,-68.10033,44.31317,-68.08467,4,2,R,33.5,00:20,24900,0.75,4.1,31.83,32.3,6.1,31.69,1,K,5/28/04,09:47,calm,,,66
SP04,5/28/04,11:52,83,44.29567,-68.12667,44.28367,-68.13133,4,2,F,34.5,00:20,24901,0.77,4.2,31.83,35.5,6.1,31.66,1,C,5/28/04,12:12,,,,94
SP04,5/28/04,14:52,84,44.27767,-68.27433,44.26917,-68.28833,4,1,RA,12.9,00:20,24902,0.8,6.6,31.8,10,7.3,31.68,1,C,5/28/04,15:12,,,,991
SP04,5/31/04,07:33,85,44.30367,-67.98833,44.3115,-67.97483,5,2,R,34.6,00:20,24903,0.78,3.9,31.81,33.5,5.8,31.58,1,K,5/31/04,07:33,calm,,,529
SP04,5/31/04,09:40,86,44.25567,-67.86533,44.249,-67.8755,5,3,RA,41.9,00:16,24904,0.61,4.1,31.99,41.6,5,31.53,2,O,5/31/04,09:56,calm,,,608
SP04,5/31/04,11:21,87,44.38367,-67.91567,44.37133,-67.90867,5,1,F,21.1,00:20,24905,0.82,5.3,31.67,20.9,6,31.57,1,K,5/31/04,11:41,calm,,,457
SP04,5/31/04,13:50,88,44.3305,-67.852,44.3185,-67.85367,5,2,F,30.6,00:20,24906,0.75,4.2,31.73,31.5,6.5,31.61,1,K,5/31/04,14:10,ripple,,,511
SP04,6/1/04,07:08,89,44.4515,-67.72167,44.465,-67.7245,5,1,F,20.2,00:20,24907,0.84,5.2,31.54,20.3,5.4,31.5,1,K,6/1/04,07:28,calm,,,264
SP04,6/1/04,13:25,90,44.379,-67.66567,44.37017,-67.67867,5,2,R,32.2,00:20,24908,0.79,4.6,31.55,33.1,5.3,31.25,1,C,6/1/04,13:45,,,,437
SP04,6/1/04,14:43,91,44.33467,-67.63183,44.32733,-67.6455,5,3,R,39.3,00:20,24909,0.75,4.4,32.06,39.6,5,31.38,1,K,6/1/04,15:03,,,,520
SP04,6/1/04,16:03,92,44.2985,-67.68017,44.30217,-67.664,5,3,F,45.4,00:20,24910,0.75,4.6,32.24,47.7,4.8,31.44,1,K,6/1/04,16:23,,,,566
SP04,6/2/04,08:40,93,44.344,-67.5055,44.35083,-67.491,5,3,R,54.6,00:20,24911,0.77,4.8,32.43,55.7,4.9,32.07,1,C,6/2/04,09:00,,,,502
SP04,6/2/04,10:20,94,44.29217,-67.51283,44.29933,-67.49933,5,4,F,59.8,00:20,24912,0.75,5.4,32.94,65.5,5.5,32.15,1,K,6/2/04,10:40,,,,681
SP04,6/2/04,13:54,95,44.34417,-67.29283,44.34067,-67.31,5,4,F,83.6,00:20,24913,0.78,5,32.77,81.6,5.8,32.17,2,C,6/2/04,14:14,choppy,,,664
SP04,6/3/04,10:12,96,44.69967,-66.96167,44.71117,-66.953,5,3,F,55.1,00:20,24914,0.82,4.3,31.54,58.7,4.3,31.52,2,C,6/3/04,10:32,,,,41
SP04,6/3/04,14:38,97,44.70067,-66.99033,44.6925,-66.99783,5,3,NA,45.7,00:10,24915,0.61,4.3,31.56,43.5,4.7,31.55,3,D,6/3/04,14:48,,,,39
SP04,6/7/04,08:49,98,44.42117,-67.45317,44.41267,-67.46583,5,3,NA,42.3,00:20,24916,0.77,5,32.02,44.7,5.3,31.62,1,K,6/7/04,09:09,,,,339
SP04,6/7/04,15:10,99,44.58367,-67.31133,44.59117,-67.297,5,2,F,28.5,00:20,24917,0.79,4.9,31.76,28,5.1,31.69,2,K,6/7/04,15:30,,,,118
SP04,6/7/04,18:01,100,44.566,-67.28417,44.559,-67.29983,5,2,RA,39,00:20,24918,0.82,5,31.85,33.1,5.1,31.65,1,C,6/7/04,18:21,calm,,,159
SP04,6/8/04,08:10,101,44.60567,-67.36267,44.60583,-67.34483,5,1,R,12.4,00:20,24919,0.79,5,31.69,17.9,6.2,31.09,1,K,6/8/04,08:30,calm,,,99
SP04,6/8/04,10:39,102,44.69067,-67.12133,44.70267,-67.10533,5,2,R,29.2,00:20,24920,0.99,4.5,31.62,31.9,4.7,31.61,1,K,6/8/04,10:59,calm,,,43
SP04,6/8/04,12:23,103,44.72883,-67.01917,44.74083,-66.9995,5,3,R,45,00:20,24921,1.05,4.5,31.63,45.5,4.8,31.56,1,K,6/8/04,12:43,calm,,,30
SP05,5/2/05,09:09,1,42.92733,-70.75217,42.937,-70.7405,1,1,F,15.2,00:20,631093,0.776,4.6,31.16,16.9,5.9,2.74,1,K,5/2/05,09:29,2,,,472
SP05,5/2/05,12:00,2,42.898,-70.60167,42.90767,-70.59117,1,3,R,41.5,00:20,631094,0.743,3.2,32.02,41,6.1,29.15,1,K,5/2/05,12:20,1,,,497
SP05,5/2/05,13:51,3,42.86167,-70.75267,42.87217,-70.74183,1,1,NA,17.4,00:20,631095,0.791,3.5,31.58,18.8,7.8,28.3,1,K,5/2/05,14:11,1,,,528
SP05,5/2/05,15:51,4,42.98983,-70.65833,42.988,-70.67533,1,1,R,15.4,00:20,631096,0.755,3.4,31.49,16.5,7.3,28.36,1,K,5/2/05,16:11,4,,,416
SP05,5/3/05,07:56,5,42.91767,-70.46117,42.929,-70.46717,1,3,R,44.4,00:19,631097,0.729,3.3,32.03,45.6,7,27.91,1,K,5/3/05,08:15,3,,,485
SP05,5/3/05,09:16,6,42.95767,-70.46167,42.95667,-70.4795,1,3,F,56.5,00:20,631098,0.787,3.3,32.04,53.8,6.9,28.41,1,K,5/3/05,09:36,3 in swell,,,454
SP05,5/3/05,11:31,7,42.96883,-70.39933,42.95883,-70.38917,1,4,R,63.7,00:20,631099,0.749,3.2,32.06,68.4,7.2,27.77,1,K,5/3/05,11:51,2,,,714
SP05,5/3/05,14:10,8,43.02633,-70.56067,43.03683,-70.55867,1,2,NA,31.5,00:17,631100,0.636,3.5,31.9,28.4,7.1,29.13,2,A,5/3/05,14:27,2,,,392
SP05,5/4/05,07:39,9,43.083,-70.4525,43.07383,-70.46617,1,3,R,44,00:20,631101,0.815,3.3,31.42,44.7,7.1,28.42,1,K,5/4/05,07:59,2,,,352
SP05,5/4/05,09:51,10,43.0945,-70.473,43.08783,-70.48783,1,2,RA,38.7,00:20,631102,0.764,3.3,31.9,36.8,6.9,29.05,1,K,5/4/05,10:11,flat seas,,,338
SP05,5/4/05,11:49,11,43.08717,-70.30017,43.074,-70.29967,1,4,F,74.9,00:20,631103,0.79,3.8,32.38,73.4,7.5,28.04,1,K,5/4/05,12:09,calm,,,680
SP05,5/4/05,13:53,12,43.14783,-70.39033,43.15483,-70.37617,1,3,F,46.8,00:20,631104,0.75,3.2,32.08,48.5,7.7,28.34,1,K,5/4/05,14:13,calm,,,305
SP05,5/4/05,15:36,13,43.159,-70.40533,43.172,-70.39967,1,3,R,43,00:20,631105,0.817,3.3,31.89,45,7.7,28.61,1,K,5/4/05,15:56,small chop,,,292
SP05,5/5/05,07:58,14,43.29517,-70.49367,43.28467,-70.50433,1,1,F,19.8,00:20,631106,0.785,4.1,31.47,17.7,6.4,29.82,1,K,5/5/05,08:18,calm,,,171
SP05,5/5/05,12:46,15,43.29833,-70.10583,43.285,-70.10467,1,4,R,80.3,00:20,631107,0.801,3.9,30.38,82.3,7.1,28.2,1,K,5/5/05,13:06,calm,,,610
SP05,5/5/05,14:46,16,43.40333,-70.13,43.39217,-70.11933,1,4,F,53.2,00:20,631108,0.816,3.5,32.05,58.9,7.6,29.09,1,K,5/5/05,15:06,calm,,,100
SP05,5/5/05,17:03,17,43.48767,-70.27533,43.47867,-70.274,1,1,NA,22.5,00:15,631109,0.543,4.1,31.6,22.7,7.8,27.83,2,H,5/5/05,17:18,0,,,35
SP05,5/6/05,07:55,18,43.42233,-70.29083,43.432,-70.28117,1,2,F,32,00:19,631110,0.718,3.9,31.74,35.3,7.7,28.11,1,K,5/6/05,08:14,ripple,,,68
SP05,5/10/05,10:29,19,43.48117,-70.32183,43.47067,-70.31433,1,1,NA,16.8,00:20,631111,0.71,5.7,30.69,17.4,7,28.73,1,K,5/10/05,10:49,1 in swell,,,33
SP05,5/10/05,10:59,20,43.51133,-70.19333,43.5015,-70.20533,1,2,F,34.3,00:20,631112,0.788,4.9,31.46,35.2,6.1,29.73,1,K,5/10/05,11:19,1 in swell,,,27
SP05,5/10/05,13:21,21,43.46567,-70.06,43.47267,-70.04517,2,4,R,63.1,00:20,631113,0.772,4,31.9,64.8,5.6,30.62,1,K,5/10/05,13:41,swells,,,736
SP05,5/10/05,15:00,22,43.42767,-69.9275,43.41883,-69.94,2,4,F,85.8,00:20,631114,0.762,3.8,32.34,82.8,6.4,32.07,1,K,5/10/05,15:20,swells,,,771
SP05,5/10/05,16:19,23,43.48967,-69.92183,43.48017,-69.93317,2,4,R,68.7,00:20,631115,0.755,3.7,32.15,67.5,5.3,31.71,1,K,5/10/05,16:39,smaller swells,,,724
SP05,5/10/05,17:37,24,43.52883,-70.0185,43.51817,-70.029,2,3,F,54.3,00:20,631116,0.786,4,31.86,56.6,6.2,29.41,1,K,5/10/05,17:57,subsiding swells,,,556
SP05,5/11/05,06:55,25,43.61417,-70.20033,43.60383,-70.20433,2,1,R,8.5,00:20,631117,0.669,6.1,29.79,8.9,6.8,28.72,2,O,5/11/05,17:15,,,,420
SP05,5/11/05,09:37,26,43.66233,-70.12767,43.66733,-70.123,2,1,R,15,00:10,631118,0.362,5.8,30.27,14.9,6.3,29.62,3,O,5/11/05,09:47,0,,,324
SP05,5/11/05,11:41,27,43.66233,-69.974,43.6755,-69.9735,2,2,R,30.4,00:20,631119,0.79,4.8,31.12,28.3,7.9,29.12,1,K,5/11/05,12:01,0,,,331
SP05,5/11/05,13:31,28,43.711,-69.9305,43.71983,-69.91717,2,1,R,17.6,00:20,631120,0.785,5.4,30.44,13.5,8.1,27.05,1,K,5/11/05,13:51,,,,219
SP05,5/11/05,15:39,29,43.61183,-69.8625,43.6025,-69.87333,2,3,F,42.5,00:20,631121,0.732,4.5,31.86,46.8,7.4,27.82,1,K,5/11/05,15:59,,,,463
SP05,5/12/05,07:41,30,43.6595,-69.79067,43.64767,-69.79983,2,1,F,17.7,00:20,631122,0.814,5.1,31.27,21.5,6.4,28.86,1,C,5/12/05,08:01,3,,,375
SP05,5/12/05,09:39,31,43.6875,-69.76617,43.67517,-69.77117,2,1,R,15.7,00:20,631123,0.771,5.1,31.19,18.7,6.9,26.82,1,C,5/12/05,09:59,3,,,303
SP05,5/12/05,10:44,32,43.69933,-69.747,43.71217,-69.743,2,1,F,18.4,00:20,631124,0.788,5.2,31.08,15.7,6.2,29.79,1,K,5/12/05,11:04,2,,,265
SP05,5/12/05,13:38,33,43.78367,-69.70067,43.79617,-69.70033,2,2,R,26.5,00:20,631125,0.75,4.5,31.56,26.2,7.1,27.43,1,K,5/12/05,13:58,2,,,106
