DMR_TRIP_IDENTIFIER,DMR_EFFORT_IDENTIFIER,REGION,STRATUM,COMMON_NAME,SAMPLE_LENGTH,FREQUENCY,SAMPLE_TYPE,SEX,MATURITY_TYPE,DMR_TRAWL_FISHID,DMR_SAMPLE_IDENTIFIER,AGE,SAMPLE_WEIGHT,GUT_FULLNESS
SP01,38,2,2,plaice american (dab),36,1,Bio,Female,D,G102,2669,,400,
SP01,39,2,3,flounder winter,22,1,Bio,Female,I,G106,2727,,120,
SP01,39,2,3,flounder winter,24,1,Bio,Female,D,G106,2725,,180,
SP01,39,2,3,flounder winter,31,1,Bio,Male,T,G106,2728,,350,
SP01,39,2,3,flounder winter,39,1,Bio,Female,D,G106,2726,,105,
SP01,39,2,3,flounder yellowtail,33,1,Bio,Male,D,G105,2723,,310,
SP01,39,2,3,plaice american (dab),18,1,Bio,Male,D,G102,2713,,40,
SP01,39,2,3,plaice american (dab),18,1,Bio,Male,T,G102,2709,,60,
SP01,39,2,3,plaice american (dab),19,1,Bio,Male,S,G102,2711,,40,
SP01,39,2,3,plaice american (dab),19,1,Bio,Male,T,G102,2708,,50,
SP01,39,2,3,plaice american (dab),20,1,Bio,Male,S,G102,2719,,150,
SP01,39,2,3,plaice american (dab),20,1,Bio,Male,S,G102,2721,,50,
SP01,39,2,3,plaice american (dab),20,1,Bio,Male,S,G102,2706,,50,
SP01,39,2,3,plaice american (dab),20,1,Bio,Male,R,G102,2700,,50,
SP01,39,2,3,plaice american (dab),21,1,Bio,Male,T,G102,2703,,60,
SP01,39,2,3,plaice american (dab),21,1,Bio,Male,S,G102,2710,,50,
SP01,39,2,3,plaice american (dab),21,1,Bio,Female,I,G102,2705,,70,
SP01,39,2,3,plaice american (dab),23,1,Bio,Female,I,G102,2715,,100,
SP01,39,2,3,plaice american (dab),24,1,Bio,Male,S,G102,2701,,90,
SP01,39,2,3,plaice american (dab),24,1,Bio,Male,S,G102,2712,,95,
SP01,39,2,3,plaice american (dab),25,1,Bio,Female,T,G102,2720,,110,
SP01,39,2,3,plaice american (dab),25,1,Bio,Male,T,G102,2702,,90,
SP01,39,2,3,plaice american (dab),25,1,Bio,Female,D,G102,2718,,120,
SP01,39,2,3,plaice american (dab),25,1,Bio,Male,T,G102,2716,,130,
SP01,39,2,3,plaice american (dab),25,1,Bio,Female,S,G102,2704,,100,
SP01,39,2,3,plaice american (dab),26,1,Bio,Female,T,G102,2707,,120,
SP01,39,2,3,plaice american (dab),26,1,Bio,Male,S,G102,2714,,60,
SP01,39,2,3,plaice american (dab),29,1,Bio,Female,T,G102,2717,,200,
SP01,41,2,1,flounder winter,18,1,Bio,Female,T,G106,2765,,70,
SP01,41,2,1,flounder winter,18,1,Bio,Female,I,G106,2766,,70,
SP01,41,2,1,flounder winter,24,1,Bio,Female,D,G106,2767,,170,
SP01,41,2,1,flounder winter,31,1,Bio,Female,D,G106,2768,,420,
SP01,42,2,3,flounder yellowtail,33,1,Bio,Female,T,G105,2793,,220,
SP01,42,2,3,plaice american (dab),20,1,Bio,Male,R,G102,2790,,65,
SP01,42,2,3,plaice american (dab),23,1,Bio,Female,D,G102,2791,,100,
SP01,42,2,3,plaice american (dab),24,1,Bio,Male,S,G102,2788,,100,
SP01,42,2,3,plaice american (dab),27,1,Bio,Male,T,G102,2787,,130,
SP01,42,2,3,plaice american (dab),28,1,Bio,Male,S,G102,2789,,180,
SP01,42,2,3,plaice american (dab),29,1,Bio,Male,S,G102,2786,,190,
SP01,42,2,3,plaice american (dab),38,1,Bio,Female,T,G102,2785,,450,
SP01,43,2,3,plaice american (dab),45,1,Bio,Female,U,G102,2823,,1100,
SP01,45,3,1,flounder winter,30,1,Bio,Female,T,G106,2871,,99999,
SP01,47,3,2,flounder winter,25,1,Bio,Female,T,G106,2911,,99999,
SP01,47,3,2,flounder winter,29,1,Bio,Female,S,G106,2912,,300,
SP01,48,3,2,cod atlantic,40,1,Bio,Female,T,G073,2933,,680,
SP01,48,3,2,flounder winter,23,1,Bio,Female,I,G106,2940,,150,
SP01,48,3,2,flounder winter,24,1,Bio,Female,T,G106,2938,,180,
SP01,48,3,2,flounder winter,26,1,Bio,Female,T,G106,2939,,280,
SP01,49,3,2,flounder winter,18,1,Bio,Female,T,G106,2976,,60,
SP01,49,3,2,flounder winter,21,1,Bio,Female,I,G106,2977,,120,
SP01,49,3,2,flounder winter,21,1,Bio,Female,I,G106,2978,,95,
SP01,49,3,2,flounder winter,21,1,Bio,Female,I,G106,2979,,100,
SP01,49,3,2,plaice american (dab),20,1,Bio,Male,S,G102,2973,,80,
SP01,49,3,2,plaice american (dab),22,1,Bio,Female,T,G102,2972,,70,
SP01,49,3,2,plaice american (dab),27,1,Bio,Female,U,G102,2974,,190,
SP01,49,3,2,plaice american (dab),33,1,Bio,Female,S,G102,2971,,280,
SP01,50,3,1,flounder winter,18,1,Bio,Female,I,G106,3002,,90,
SP01,50,3,1,flounder winter,22,1,Bio,Female,D,G106,3003,,130,
SP01,50,3,1,flounder winter,22,1,Bio,Female,T,G106,3001,,120,
SP01,51,3,1,flounder winter,20,1,Bio,Female,I,G106,3021,,90,
SP01,51,3,1,flounder winter,22,1,Bio,Female,I,G106,3022,,120,
SP01,51,3,1,flounder winter,23,1,Bio,Female,D,G106,3020,,140,
SP01,51,3,1,hake silver (whiting),22,1,Bio,Female,I,G072,3017,,60,
SP01,55,3,3,hake silver (whiting),18,1,Bio,Female,I,G072,3088,,30,
SP01,55,3,3,hake silver (whiting),21,1,Bio,Female,I,G072,3079,,50,
SP01,55,3,3,hake silver (whiting),22,1,Bio,Female,I,G072,3072,,40,
SP01,55,3,3,hake silver (whiting),23,1,Bio,Male,I,G072,3084,,70,
SP01,55,3,3,hake silver (whiting),23,1,Bio,Male,D,G072,3071,,70,
SP01,55,3,3,hake silver (whiting),24,1,Bio,Female,T,G072,3083,,90,
SP01,55,3,3,hake silver (whiting),24,1,Bio,Male,T,G072,3089,,60,
SP01,55,3,3,hake silver (whiting),24,1,Bio,Female,I,G072,3090,,75,
SP01,55,3,3,hake silver (whiting),24,1,Bio,Female,T,G072,3069,,80,
SP01,55,3,3,hake silver (whiting),24,1,Bio,Male,T,G072,3077,,60,
SP01,55,3,3,hake silver (whiting),25,1,Bio,Female,T,G072,3093,,80,
SP01,55,3,3,hake silver (whiting),25,1,Bio,Male,T,G072,3087,,80,
SP01,55,3,3,hake silver (whiting),25,1,Bio,Female,D,G072,3091,,80,
SP01,55,3,3,hake silver (whiting),26,1,Bio,Female,T,G072,3085,,100,
SP01,55,3,3,hake silver (whiting),27,1,Bio,Male,T,G072,3080,,100,
SP01,55,3,3,hake silver (whiting),27,1,Bio,Female,I,G072,3076,,80,
SP01,55,3,3,hake silver (whiting),28,1,Bio,Female,D,G072,3082,,120,
SP01,55,3,3,hake silver (whiting),28,1,Bio,Female,T,G072,3086,,110,
SP01,55,3,3,hake silver (whiting),28,1,Bio,Female,T,G072,3073,,110,
SP01,55,3,3,hake silver (whiting),28,1,Bio,Female,T,G072,3074,,120,
SP01,55,3,3,hake silver (whiting),28,1,Bio,Female,T,G072,3070,,130,
SP01,55,3,3,hake silver (whiting),29,1,Bio,Female,T,G072,3078,,130,
SP01,55,3,3,hake silver (whiting),29,1,Bio,Female,D,G072,3081,,150,
SP01,55,3,3,hake silver (whiting),30,1,Bio,Female,T,G072,3075,,180,
SP01,55,3,3,hake silver (whiting),30,1,Bio,Female,T,G072,3092,,150,
SP01,55,3,3,plaice american (dab),21,1,Bio,Male,D,G102,3111,,30,
SP01,55,3,3,plaice american (dab),23,1,Bio,Female,I,G102,3110,,80,
SP01,55,3,3,plaice american (dab),25,1,Bio,Female,I,G102,3098,,100,
SP01,55,3,3,plaice american (dab),25,1,Bio,Female,T,G102,3106,,120,
SP01,55,3,3,plaice american (dab),25,1,Bio,Female,D,G102,3108,,120,
SP01,55,3,3,plaice american (dab),26,1,Bio,Female,I,G102,3109,,120,
SP01,55,3,3,plaice american (dab),26,1,Bio,Male,R,G102,3100,,140,
SP01,55,3,3,plaice american (dab),27,1,Bio,Female,I,G102,3103,,120,
SP01,55,3,3,plaice american (dab),27,1,Bio,Female,I,G102,3107,,140,
SP01,55,3,3,plaice american (dab),27,1,Bio,Female,R,G102,3101,,210,
SP01,55,3,3,plaice american (dab),29,1,Bio,Male,S,G102,3112,,180,
SP01,55,3,3,plaice american (dab),29,1,Bio,Female,D,G102,3099,,160,
SP01,55,3,3,plaice american (dab),30,1,Bio,Male,R,G102,3104,,220,
SP01,55,3,3,plaice american (dab),32,1,Bio,Female,D,G102,3102,,300,
SP01,55,3,3,plaice american (dab),33,1,Bio,Female,D,G102,3105,,300,
SP01,55,3,3,plaice american (dab),33,1,Bio,Female,T,G102,3096,,290,
SP01,55,3,3,plaice american (dab),34,1,Bio,Male,T,G102,3097,,300,
SP01,55,3,3,redfish acadian ocean perch,21,1,Bio,Male,I,G155,3121,,100,
SP01,55,3,3,redfish acadian ocean perch,26,1,Bio,Female,I,G155,3118,,220,
SP01,55,3,3,redfish acadian ocean perch,28,1,Bio,Female,U,G155,3120,,340,
SP01,55,3,3,redfish acadian ocean perch,28,1,Bio,Female,I,G155,3116,,280,
SP01,55,3,3,redfish acadian ocean perch,28,1,Bio,Female,U,G155,3117,,320,
SP01,55,3,3,redfish acadian ocean perch,32,1,Bio,Female,R,G155,3119,,530,
SP01,56,3,3,cod atlantic,34,1,Bio,Male,I,G073,3145,,150,
SP01,56,3,3,flounder yellowtail,27,1,Bio,Male,S,G105,3152,,140,
SP01,56,3,3,flounder yellowtail,33,1,Bio,Male,R,G105,3153,,260,
SP01,56,3,3,plaice american (dab),43,1,Bio,Female,D,G102,3150,,700,
SP01,57,3,3,flounder winter,21,1,Bio,Female,T,G106,3189,,100,
SP01,57,3,3,flounder winter,28,1,Bio,Female,T,G106,3190,,220,
SP01,57,3,3,plaice american (dab),23,1,Bio,Male,R,G102,3186,,85,
SP01,57,3,3,plaice american (dab),28,1,Bio,Male,S,G102,3187,,160,
SP01,58,3,3,flounder yellowtail,24,1,Bio,Male,D,G105,3218,,90,
SP01,58,3,3,plaice american (dab),20,1,Bio,Male,S,G102,3214,,50,
SP01,58,3,3,plaice american (dab),26,1,Bio,Male,T,G102,3216,,130,
SP01,58,3,3,plaice american (dab),29,1,Bio,Female,T,G102,3215,,180,
SP01,59,3,1,flounder winter,20,1,Bio,Female,T,G106,3243,,110,
SP01,59,3,1,flounder winter,29,1,Bio,Female,D,G106,3244,,340,
SP01,62,3,3,flounder atlantic witch (gray sole),45,1,Bio,Female,D,G107,3314,,660,
SP01,62,3,3,flounder yellowtail,21,1,Bio,Male,D,G105,3311,,65,
SP01,62,3,3,plaice american (dab),24,1,Bio,Male,R,G102,3309,,110,
SP01,62,3,3,plaice american (dab),25,1,Bio,Male,R,G102,3304,,120,
SP01,62,3,3,plaice american (dab),28,1,Bio,Male,R,G102,3305,,200,
SP01,62,3,3,plaice american (dab),30,1,Bio,Female,S,G102,3307,,240,
SP01,62,3,3,plaice american (dab),30,1,Bio,Male,D,G102,3306,,220,
SP01,62,3,3,plaice american (dab),35,1,Bio,Female,S,G102,3308,,400,
SP01,63,3,3,plaice american (dab),32,1,Bio,Male,S,G102,3337,,340,
SP01,64,3,3,flounder winter,23,1,Bio,Male,R,G106,3363,,99999,
SP01,64,3,3,flounder yellowtail,36,1,Bio,Female,T,G105,3361,,340,
SP01,64,3,3,plaice american (dab),19,1,Bio,Female,D,G102,3359,,60,
SP01,64,3,3,plaice american (dab),20,1,Bio,Female,S,G102,3358,,80,
SP01,64,3,3,plaice american (dab),28,1,Bio,Male,R,G102,3357,,220,
SP01,65,3,3,flounder winter,24,1,Bio,Female,I,G106,3389,,140,
SP01,65,3,3,plaice american (dab),20,1,Bio,Female,T,G102,3386,,60,
SP01,65,3,3,plaice american (dab),26,1,Bio,Female,D,G102,3387,,130,
SP01,65,3,3,plaice american (dab),30,1,Bio,Male,R,G102,3385,,99999,
SP01,66,3,3,flounder yellowtail,34,1,Bio,Female,T,G105,3418,,320,
SP01,66,3,3,plaice american (dab),19,1,Bio,Male,S,G102,3416,,50,
SP01,66,3,3,plaice american (dab),29,1,Bio,Male,R,G102,3414,,210,
SP01,66,3,3,plaice american (dab),30,1,Bio,Male,R,G102,3415,,220,
SP01,67,4,3,plaice american (dab),19,1,Bio,Male,S,G102,3440,,60,
SP01,67,4,3,plaice american (dab),20,1,Bio,Male,T,G102,3441,,50,
SP01,67,4,3,plaice american (dab),21,1,Bio,Male,S,G102,3443,,60,
SP01,67,4,3,plaice american (dab),22,1,Bio,Male,S,G102,3434,,70,
SP01,67,4,3,plaice american (dab),22,1,Bio,Male,S,G102,3437,,80,
SP01,67,4,3,plaice american (dab),24,1,Bio,Female,I,G102,3439,,100,
SP01,67,4,3,plaice american (dab),26,1,Bio,Male,T,G102,3438,,130,
SP01,67,4,3,plaice american (dab),27,1,Bio,Male,T,G102,3442,,130,
SP01,67,4,3,plaice american (dab),28,1,Bio,Female,R,G102,3435,,180,
SP01,67,4,3,plaice american (dab),30,1,Bio,Male,R,G102,3436,,250,
SP01,68,4,1,plaice american (dab),19,1,Bio,Male,I,G102,3460,,40,
SP01,70,4,3,flounder winter,26,1,Bio,Female,D,G106,3499,,250,
SP01,70,4,3,plaice american (dab),23,1,Bio,Male,S,G102,3497,,80,
SP01,70,4,3,plaice american (dab),24,1,Bio,Female,D,G102,3496,,95,
SP01,71,4,3,plaice american (dab),19,1,Bio,Male,R,G102,3526,,50,
SP01,71,4,3,plaice american (dab),20,1,Bio,Male,S,G102,3527,,60,
SP01,71,4,3,plaice american (dab),23,1,Bio,Male,S,G102,3528,,90,
SP01,71,4,3,plaice american (dab),24,1,Bio,Male,S,G102,3521,,90,
SP01,71,4,3,plaice american (dab),25,1,Bio,Male,S,G102,3520,,130,
SP01,71,4,3,plaice american (dab),27,1,Bio,Male,T,G102,3524,,180,
SP01,71,4,3,plaice american (dab),29,1,Bio,Male,S,G102,3525,,200,
SP01,71,4,3,plaice american (dab),29,1,Bio,Male,R,G102,3522,,240,
SP01,71,4,3,plaice american (dab),36,1,Bio,Female,D,G102,3523,,420,
SP01,72,4,3,plaice american (dab),21,1,Bio,Male,S,G102,3575,,60,
SP01,72,4,3,plaice american (dab),21,1,Bio,Male,T,G102,3567,,70,
SP01,72,4,3,plaice american (dab),21,1,Bio,Male,T,G102,3573,,60,
SP01,72,4,3,plaice american (dab),21,1,Bio,Male,R,G102,3560,,60,
SP01,72,4,3,plaice american (dab),22,1,Bio,Male,S,G102,3564,,100,
SP01,72,4,3,plaice american (dab),22,1,Bio,Male,S,G102,3556,,80,
SP01,72,4,3,plaice american (dab),23,1,Bio,Male,S,G102,3555,,90,
SP01,72,4,3,plaice american (dab),23,1,Bio,Male,S,G102,3552,,90,
SP01,72,4,3,plaice american (dab),24,1,Bio,Male,R,G102,3557,,110,
SP01,72,4,3,plaice american (dab),25,1,Bio,Male,R,G102,3570,,150,
SP01,72,4,3,plaice american (dab),25,1,Bio,Male,S,G102,3558,,110,
SP01,72,4,3,plaice american (dab),25,1,Bio,Male,S,G102,3561,,110,
SP01,72,4,3,plaice american (dab),25,1,Bio,Male,R,G102,3553,,110,
SP01,72,4,3,plaice american (dab),25,1,Bio,Male,S,G102,3554,,110,
SP01,72,4,3,plaice american (dab),25,1,Bio,Male,T,G102,3574,,140,
SP01,72,4,3,plaice american (dab),26,1,Bio,Male,S,G102,3559,,110,
SP01,72,4,3,plaice american (dab),26,1,Bio,Male,T,G102,3569,,130,
SP01,72,4,3,plaice american (dab),27,1,Bio,Female,D,G102,3566,,200,
SP01,72,4,3,plaice american (dab),28,1,Bio,Female,D,G102,3572,,190,
SP01,72,4,3,plaice american (dab),29,1,Bio,Female,S,G102,3562,,170,
SP01,72,4,3,plaice american (dab),29,1,Bio,Female,D,G102,3565,,240,
SP01,72,4,3,plaice american (dab),29,1,Bio,Male,T,G102,3568,,220,
SP01,72,4,3,plaice american (dab),31,1,Bio,Male,R,G102,3571,,290,
SP01,72,4,3,plaice american (dab),36,1,Bio,Female,R,G102,3563,,440,
SP01,73,4,3,plaice american (dab),24,1,Bio,Male,T,G102,3597,,100,
SP01,73,4,3,plaice american (dab),25,1,Bio,Male,S,G102,3600,,130,
SP01,73,4,3,plaice american (dab),25,1,Bio,Male,T,G102,3601,,110,
SP01,73,4,3,plaice american (dab),29,1,Bio,Female,D,G102,3599,,240,
SP01,73,4,3,plaice american (dab),30,1,Bio,Female,D,G102,3603,,250,
SP01,73,4,3,plaice american (dab),30,1,Bio,Female,D,G102,3598,,260,
SP01,73,4,3,plaice american (dab),41,1,Bio,Male,R,G102,3602,,700,
SP01,74,4,1,flounder winter,20,1,Bio,Female,I,G106,3621,,100,
SP01,74,4,1,flounder winter,22,1,Bio,Female,I,G106,3623,,110,
SP01,74,4,1,flounder winter,26,1,Bio,Female,T,G106,3622,,200,
SP01,75,4,2,flounder winter,20,1,Bio,Female,T,G106,3664,,90,
SP01,75,4,2,flounder winter,20,1,Bio,Male,R,G106,3659,,70,
SP01,75,4,2,flounder winter,20,1,Bio,Male,D,G106,3655,,100,
SP01,75,4,2,flounder winter,21,1,Bio,Female,T,G106,3665,,100,
SP01,75,4,2,flounder winter,21,1,Bio,Female,T,G106,3654,,90,
SP01,75,4,2,flounder winter,23,1,Bio,Female,I,G106,3658,,160,
SP01,75,4,2,flounder winter,23,1,Bio,Male,D,G106,3657,,130,
SP01,75,4,2,flounder winter,23,1,Bio,Female,T,G106,3656,,140,
SP01,75,4,2,flounder winter,24,1,Bio,Male,D,G106,3660,,180,
SP01,75,4,2,flounder winter,26,1,Bio,Female,D,G106,3662,,230,
SP01,75,4,2,flounder winter,26,1,Bio,Female,D,G106,3663,,200,
SP01,75,4,2,flounder winter,33,1,Bio,Female,U,G106,3661,,520,
SP01,75,4,2,plaice american (dab),26,1,Bio,Male,S,G102,3651,,140,
SP01,75,4,2,plaice american (dab),27,1,Bio,Male,S,G102,3649,,160,
SP01,75,4,2,plaice american (dab),30,1,Bio,Male,S,G102,3650,,210,
SP01,75,4,2,plaice american (dab),31,1,Bio,Male,S,G102,3652,,240,
SP01,76,4,3,plaice american (dab),24,1,Bio,Male,R,G102,3689,,100,
SP01,76,4,3,plaice american (dab),26,1,Bio,Male,D,G102,3686,,130,
SP01,76,4,3,plaice american (dab),28,1,Bio,Male,S,G102,3687,,170,
SP01,76,4,3,plaice american (dab),32,1,Bio,Female,R,G102,3688,,320,
SP01,77,4,3,plaice american (dab),22,1,Bio,Male,D,G102,3711,,80,
SP01,77,4,3,plaice american (dab),26,1,Bio,Male,D,G102,3710,,120,
SP01,77,4,3,plaice american (dab),42,1,Bio,Female,U,G102,3709,,760,
SP01,78,4,1,flounder winter,23,1,Bio,Female,I,G106,3735,,140,
SP01,78,4,1,flounder winter,24,1,Bio,Female,T,G106,3736,,190,
SP01,78,4,1,flounder winter,30,1,Bio,Female,T,G106,3734,,350,
SP01,78,4,1,flounder winter,33,1,Bio,Female,T,G106,3737,,360,
SP01,80,4,1,flounder winter,27,1,Bio,Female,T,G106,3768,,200,
SP01,82,4,2,flounder winter,20,1,Bio,Female,D,G106,3810,,100,
SP01,82,4,2,flounder winter,23,1,Bio,Female,I,G106,3809,,120,
SP01,82,4,2,flounder winter,24,1,Bio,Female,D,G106,3811,,160,
SP01,82,4,2,plaice american (dab),20,1,Bio,Male,R,G102,3804,,60,
SP01,82,4,2,plaice american (dab),20,1,Bio,Male,R,G102,3803,,50,
SP01,82,4,2,plaice american (dab),21,1,Bio,Male,R,G102,3805,,50,
SP01,82,4,2,plaice american (dab),22,1,Bio,Male,R,G102,3798,,70,
SP01,82,4,2,plaice american (dab),23,1,Bio,Male,S,G102,3801,,80,
SP01,82,4,2,plaice american (dab),23,1,Bio,Male,S,G102,3800,,80,
SP01,82,4,2,plaice american (dab),24,1,Bio,Female,R,G102,3807,,160,
SP01,82,4,2,plaice american (dab),25,1,Bio,Male,R,G102,3799,,100,
SP01,82,4,2,plaice american (dab),27,1,Bio,Male,S,G102,3802,,170,
SP01,82,4,2,plaice american (dab),28,1,Bio,Male,S,G102,3797,,150,
SP01,82,4,2,plaice american (dab),31,1,Bio,Male,R,G102,3806,,250,
SP01,83,4,3,flounder winter,22,1,Bio,Female,D,G106,3842,,120,
SP01,83,4,3,flounder winter,22,1,Bio,Female,D,G106,3843,,1330,
SP01,83,4,3,hake atlantic red,31,1,Bio,Female,D,G077,3834,,99999,
SP01,83,4,3,plaice american (dab),21,1,Bio,Male,S,G102,3839,,70,
SP01,83,4,3,plaice american (dab),22,1,Bio,Male,T,G102,3840,,70,
SP01,83,4,3,plaice american (dab),26,1,Bio,Male,T,G102,3838,,120,
SP01,83,4,3,plaice american (dab),40,1,Bio,Female,T,G102,3837,,530,
SP01,83,4,3,pout ocean,26,1,Bio,Female,I,G193,3851,,50,
SP01,84,4,2,flounder winter,19,1,Bio,Male,R,G106,3882,,90,
SP01,84,4,2,flounder winter,20,1,Bio,Female,D,G106,3883,,90,
SP01,84,4,2,flounder winter,22,1,Bio,Female,T,G106,3880,,85,
SP01,84,4,2,flounder winter,24,1,Bio,Female,D,G106,3881,,170,
SP01,84,4,2,flounder winter,24,1,Bio,Female,D,G106,3884,,130,
SP01,84,4,2,flounder winter,30,1,Bio,Female,D,G106,3886,,280,
SP01,84,4,2,flounder winter,32,1,Bio,Female,T,G106,3885,,380,
SP01,84,4,2,plaice american (dab),20,1,Bio,Female,I,G102,3869,,60,
SP01,84,4,2,plaice american (dab),20,1,Bio,Male,R,G102,3874,,60,
SP01,84,4,2,plaice american (dab),21,1,Bio,Male,R,G102,3872,,70,
SP01,84,4,2,plaice american (dab),23,1,Bio,Male,I,G102,3875,,90,
SP01,84,4,2,plaice american (dab),24,1,Bio,Male,R,G102,3877,,100,
SP01,84,4,2,plaice american (dab),25,1,Bio,Male,S,G102,3873,,110,
SP01,84,4,2,plaice american (dab),28,1,Bio,Male,S,G102,3870,,180,
SP01,84,4,2,plaice american (dab),28,1,Bio,Male,R,G102,3876,,190,
SP01,84,4,2,plaice american (dab),29,1,Bio,Male,T,G102,3878,,220,
SP01,84,4,2,plaice american (dab),32,1,Bio,Male,R,G102,3871,,260,
SP01,85,4,3,flounder winter,20,1,Bio,Male,R,G106,3918,,90,
SP01,85,4,3,flounder winter,21,1,Bio,Female,T,G106,3916,,100,
SP01,85,4,3,flounder winter,25,1,Bio,Female,D,G106,3917,,220,
SP01,85,4,3,plaice american (dab),22,1,Bio,Female,I,G102,3912,,80,
SP01,85,4,3,plaice american (dab),23,1,Bio,Male,I,G102,3913,,85,
SP01,85,4,3,plaice american (dab),32,1,Bio,Female,D,G102,3914,,290,
SP01,86,4,3,flounder winter,24,1,Bio,Male,R,G106,3937,,150,
SP01,86,4,3,flounder winter,28,1,Bio,Male,T,G106,3936,,230,
SP01,86,4,3,flounder winter,28,1,Bio,Male,I,G106,3938,,300,
SP01,86,4,3,flounder winter,30,1,Bio,Female,D,G106,3939,,300,
SP01,86,4,3,flounder winter,39,1,Bio,Female,D,G106,3935,,340,
SP01,86,4,3,plaice american (dab),23,1,Bio,Female,I,G102,3933,,65,
SP01,87,4,2,flounder winter,19,1,Bio,Female,I,G106,3981,,70,
SP01,87,4,2,flounder winter,19,1,Bio,Female,I,G106,3975,,75,
SP01,87,4,2,flounder winter,20,1,Bio,Male,R,G106,3980,,80,
SP01,87,4,2,flounder winter,21,1,Bio,Female,T,G106,3973,,85,
SP01,87,4,2,flounder winter,21,1,Bio,Female,I,G106,3978,,100,
SP01,87,4,2,flounder winter,22,1,Bio,Female,D,G106,3979,,110,
SP01,87,4,2,flounder winter,24,1,Bio,Female,T,G106,3974,,160,
SP01,87,4,2,flounder winter,25,1,Bio,Male,I,G106,3977,,185,
SP01,87,4,2,flounder winter,29,1,Bio,Male,U,G106,3976,,330,
SP01,87,4,2,plaice american (dab),19,1,Bio,Male,S,G102,3971,,60,
SP01,87,4,2,plaice american (dab),21,1,Bio,Male,D,G102,3966,,70,
SP01,87,4,2,plaice american (dab),22,1,Bio,Male,S,G102,3967,,75,
SP01,87,4,2,plaice american (dab),23,1,Bio,Male,R,G102,3963,,100,
SP01,87,4,2,plaice american (dab),23,1,Bio,Male,S,G102,3968,,80,
SP01,87,4,2,plaice american (dab),24,1,Bio,Male,S,G102,3970,,100,
SP01,87,4,2,plaice american (dab),28,1,Bio,Male,R,G102,3965,,150,
SP01,87,4,2,plaice american (dab),29,1,Bio,Male,S,G102,3969,,210,
SP01,87,4,2,plaice american (dab),30,1,Bio,Male,S,G102,3964,,200,
SP01,88,4,2,flounder winter,15,1,Bio,Female,I,G106,4016,,99999,
SP01,88,4,2,flounder winter,27,1,Bio,Male,R,G106,4015,,280,
SP01,88,4,2,flounder winter,35,1,Bio,Female,T,G106,4014,,550,
SP01,88,4,2,plaice american (dab),20,1,Bio,Male,R,G102,4012,,50,
SP01,88,4,2,plaice american (dab),21,1,Bio,Male,T,G102,4004,,70,
SP01,88,4,2,plaice american (dab),21,1,Bio,Male,T,G102,4003,,60,
SP01,88,4,2,plaice american (dab),21,1,Bio,Male,D,G102,4005,,70,
SP01,88,4,2,plaice american (dab),21,1,Bio,Male,T,G102,4006,,65,
SP01,88,4,2,plaice american (dab),23,1,Bio,Male,S,G102,4009,,80,
SP01,88,4,2,plaice american (dab),23,1,Bio,Male,D,G102,4011,,100,
SP01,88,4,2,plaice american (dab),24,1,Bio,Male,S,G102,4010,,100,
SP01,88,4,2,plaice american (dab),25,1,Bio,Male,S,G102,4008,,110,
SP01,88,4,2,plaice american (dab),27,1,Bio,Male,D,G102,4007,,140,
SP01,88,4,2,plaice american (dab),28,1,Bio,Male,R,G102,4002,,160,
SP01,89,5,2,flounder winter,19,1,Bio,Female,T,G106,4043,,70,
SP01,89,5,2,flounder winter,19,1,Bio,Male,U,G106,4050,,60,
SP01,89,5,2,flounder winter,22,1,Bio,Male,S,G106,4045,,90,
SP01,89,5,2,flounder winter,22,1,Bio,Male,U,G106,4044,,100,
SP01,89,5,2,flounder winter,23,1,Bio,Female,I,G106,4047,,120,
SP01,89,5,2,flounder winter,24,1,Bio,Male,U,G106,4052,,180,
SP01,89,5,2,flounder winter,25,1,Bio,Female,T,G106,4057,,160,
SP01,89,5,2,flounder winter,26,1,Bio,Male,I,G106,4055,,210,
SP01,89,5,2,flounder winter,26,1,Bio,Male,U,G106,4051,,180,
SP01,89,5,2,flounder winter,27,1,Bio,Female,D,G106,4054,,260,
SP01,89,5,2,flounder winter,27,1,Bio,Female,T,G106,4042,,180,
SP01,89,5,2,flounder winter,28,1,Bio,Female,R,G106,4058,,420,
SP01,89,5,2,flounder winter,28,1,Bio,Female,T,G106,4056,,240,
SP01,89,5,2,flounder winter,28,1,Bio,Female,T,G106,4046,,220,
SP01,89,5,2,flounder winter,29,1,Bio,Female,T,G106,4049,,260,
SP01,89,5,2,flounder winter,29,1,Bio,Male,U,G106,4041,,280,
SP01,89,5,2,flounder winter,33,1,Bio,Female,D,G106,4048,,440,
SP01,89,5,2,flounder winter,37,1,Bio,Female,D,G106,4053,,660,
SP01,89,5,2,plaice american (dab),32,1,Bio,Female,U,G102,4037,,300,
SP01,89,5,2,plaice american (dab),34,1,Bio,Male,T,G102,4038,,320,
SP01,90,5,2,flounder fourspot,33,1,Bio,Female,D,G104,4082,,300,
SP01,90,5,2,flounder winter,19,1,Bio,Female,I,G106,4099,,60,
SP01,90,5,2,flounder winter,19,1,Bio,Male,U,G106,4091,,70,
SP01,90,5,2,flounder winter,20,1,Bio,Male,U,G106,4086,,60,
SP01,90,5,2,flounder winter,21,1,Bio,Male,U,G106,4087,,100,
